"name","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Refil lab acondicionador","779851",5.3846154,0.030769233,0.15384616,0,5.0769234,1.7692308,9.0449705
"The mash store acondicionador sólido geranio","779860",0,0,0,0,1,0,9.833333
"Naturalfro acondicionador en crema","779875",0,0,0,0,0,0,10
"Mies acondicionador sólido cocoo","779883",6.4999995,0,0,0,3,3.6000001,7.38
"Xavo acondicionador hidratación con aceite de argán y almendras","779927",1.8333334,0,1.8888888,0,1.3888888,1.4444445,9.635802
"Xavo acondicionador fuerza y volumen","779931",1.8666667,0,1.8666667,0,1.2666667,1.8666669,9.542222
"Dove Real Poder de las Plantas Acondicionador Fuerza+Bambú","779937",5.7916665,0,0,0,3.5,5.316667,8.782639
"Dove Real Poder de las Plantas Acondicionador Nutrición+Geranio","779938",7.1538463,0,0,0,4,5.5307693,8.716568
"Dove Real Poder de las Plantas Acondicionador Fuerza+Bambú","779939",5.7916665,0,0,0,3.5,5.316667,8.782639
"Dove Real Poder de las Plantas Acondicionador Purificación+Jengibre","779942",7.25,0,0,0,4.214286,5.642857,8.778061
"Xavo acondicionador hidratación con aceite de argán y almendras","C779927",0.8000001,0,1.8666667,0,0.8666667,0.8,9.711111
"Xavo acondicionador fuerza y volumen","C779931",1.1538461,0,1.8461539,0,0.84615386,1.3076924,9.60355
"Ocean skin acondicionador Sólido Ultra Nutritivo y Reparador","779965",1.3846154,0,0,0,1.4615386,1.3846154,9.674556
"FRONDA Acondicionador sólido cabellos normales","779970",2,0,0,0,3,0,9.444445
"Agua calma acondicionador sólido de cítricos","779978",1.3333334,0,0,0,2.8888888,1,9.419753
"AHIMSA acondicionador sólido natural","7791011",0.8333334,0,0,0,1,2.3333333,9.305555
"Narayani acondicionador sólido","7791025",1.125,0,0,0,0.75,1.5,9.15625
"Ocean skin KIT capilar acondicionador sólido","7791043",1.7777778,0,0,0,1.6666667,0.33333334,9.580247
"Terra acondicionador","7791054",1,0,0,0,0,0,9.666667
"Vita friska acondicionador","7791056",0,0,0,0,0.6666667,0,9.777778
"Aurill Protector no graso","7795399021554",12.914286,0.071428575,0,0.2857143,6.285714,6.857143,8.113265
"VESPERO COCO ACONDICIONADOR","7791134",5.8500004,0.020000001,0,0,5.7999997,3.1,8.523
"Aveno infantil acondicionador para piel sensible","7793742005442",3.7916667,0,0,0,4.0833335,2.9166667,9.100695
"Biferdil Bio Color COLORACIÓN PERMANENTE libre de gluten con óleo de argán y quinoa","7791001010015_1",4.2384615,0.23076923,0.23076923,0.23076923,2.1538463,3.076923,9.218343
"Shock potenciador del color","7791001010015_3",4.625,0.15,0,0.5,1.75,3.5,7.36875
"Balsam sellador del color","7791001010015_4",4.8571434,0,0,0,3.142857,2.4285715,8.510204
"Tinte Negro Ébano 1.0 Olia","3600541234321",6.1052637,0.23684211,0,1.0526316,3.1052632,0.5263158,9.419667
"Tinte Chocolate 4.15 Olia","3600541234574",6.7,0.31,0,2.5,5.1000004,0.65,9.2369995
"Tinte Rubio 7.0 Olia","3600541235021",6.5,0.0875,0,2.375,3.3125,0.625,9.19375
"Tinte Ultra Negro 1.0 Color Sensation Garnier","3600541176294",4.45,0,0.25,1.25,4.625,1.25,9.260938
"Tinte Castaño 4.0 Garnier","3600541176492",9.195,0.62000006,1.075,2.5249999,9.650001,2.75,9.354625
"Tinte Chocolate 5.35 Nutrisse","3600541448278",6.948276,0.6137931,0.5862069,2.1379309,10.103449,9.386208,8.973246
"Tinte Negro 1Nutrisse","3600541375673",4.04,0.224,0.16,0.72,6.12,7.848,9.23552
"Tinte Rubio Extra Claro Natural 100 Nutrisse","3600541375772",4.2439995,0.27199998,0.24,0.88,7.24,8.087999,9.16144
"Tinte Negro 1 Belle Color","424",7.564,0.28000003,0.28,1.3199999,8.76,3.6399999,9.12624
"Tinte Castaño Claro Dorado 5.3 Belle Color","425",9.122223,0.36666664,0.6666666,2.5925927,10.1851845,3.777778,9.010699
"Capilatis Spray puro rubio aclarante instantaneo","7792640001174",3,0.5285714,0,0.5714286,1,1.4285715,9.067347
"Mary Bosques Keratina Express Crema para peinar Anti frizz","7798126721314",4,0,0,0.8888889,5,1.1111112,8.777778
"Crema de peinado ""libera tus ondas"" Pantene","8001841240541",8.083333,0.083333336,0.8333333,2.1111112,4.222222,5.2777777,8.8549385
"Crema de peinado ""doma tus rizos"" Pantene","8001841240640",8.083333,0.083333336,0.8333333,2.1111112,4.222222,5.2777777,8.8549385
"Crema de peinado ""suavidad irresistible"" Pantene","428",10.777777,0.07777778,1,2.2592595,5,6.111111,9.065706
"Hidracrema Rizos Definidos Pantene","429",10.98077,0.0923077,1,2.2692306,5,6,9.025296
"Skala Expert Crema para peinar y crema hidratante 2 en 1","7897042012732",5.9230766,0.21538463,0,0,6.3076925,3.3846157,8.7822485
"Skala Expert Gel líquido Vegano Day after","7897042013067",10.59375,0.25,0,0,6.75,5.1875,8.576172
"Skala Expert Crema para peinar y crema hidratante 18 elementos 2 en 1","7897042010714",8.134147,0.07804878,0,0,5.7560973,4.1707315,9.557585
"Frenzzi Gel finalizador de lino","7795513060391",12.923076,0.15384616,1.5384616,0,4.1538463,5,8.1715975
"Frenzzi Shampoo Aloe y Salvia","7795513060179",13.166667,0.26,0,0,5.266667,5.5333333,8.384889
"Naturalis crema para peinar","NREG635",2,0,0,0,0.75,0,9.3125
"Han crema de peinar rulos definidos","7798044062575",11.591667,0,0,0,3.75,3.5833333,8.422916
"Bufala crema de peinar","790757848016",0.022222223,0,0,0,0.5555556,0.8888889,9.837037
"Roby GEL fijador","7793008015949",6.6785717,0.3571429,2.5714285,2.5714285,3.357143,4.9285717,8.538265
"Nic Frizz mine itor reparador antifrizz","7798111210663",15.763157,0,0,0,3.5263157,5.6842103,8.6855955
"Fidelité gel modelador fijación extrema","7798135967109",10.590909,0.1,0.36363637,0.36363637,2.5454545,8.363636,7.970248
"Champú Grisi Kids manzanilla","37836084836",7.466666,0.25333336,0,0.13333334,5.1333337,4.5333333,8.832
"L'Oreal Paris L'Oreal Kids Extra Gentle 2-in-1 Shampoo, Sunny Orange Swim","71249237069",7.05,0.030000001,0,0.3,3.0499997,5.5,9.2035
"AlgaboKIDS Mi Villano Favorito Shampoo Chicle","7791274198342",10.318181,0.4636364,0.45454547,0.6363636,4.6363635,6.1818185,7.93719
"Naturalis Shampoo Sólido para niños","NOREG5",0.083333336,0,0,0,0,0.8333333,9.847222
"Shampoo Natura lumina","3",14.160714,0.11071428,1.3571429,1.3571429,4.785714,12.5,8.77602
"Dr. Tree Chmpú Sólido 2 en 1 Fortaleza","8429449015857",4.8416667,0,0,0,4.25,6.1250005,9.3659725
"Sedal Shampoo crema balance","7791293030807",21.296297,0.7444445,2.5925927,2.2962961,9.777778,12.666666,8.17133
"Shampoo Capilatis Con Palo amargo Lí­nea Piojos","7792640004601",6.8888893,0.23333335,0,1.3333334,2.8888888,1.888889,8.52963
"Shampoo Tí­o Nacho Herbolaria Milenaria Fortalecimiento capilar","6",14.092593,0.5851852,0.2962963,2.4444447,1.7407408,9.407408,8.941976
"Shampoo Weleda Fitoshampoo iluminador Manzanilla","7798036820831",9.2421055,0,1.7894737,0,4.105263,3.473684,9.020498
"PANTENE MAXPROV SHAMPOO CONTROL CAIDA","7500435012201",13.571429,0.14761905,1.7142857,0.9047619,8.571429,8.809525,8.394331
"Shampoo Pantene Pro-V Hidratacion Extrema","750043502287",13.650001,0.36999997,1.1,0.35,8.999999,8,8.3765
"Shampoo Tresemmé detox capilar, con té verde, jengibre y proteí­na de trigo","7891150051553",18.15,0.87,0,0,11.049999,11.25,7.934
"Plusbelle Shampoo Lacio","7790740505578",11.840909,0.67727274,0.9090909,1.4545455,4.1363635,6.772727,8.827686
"Tí­o Nacho Tratamiento Capilar reparador Aloe puro","7798140259930",11.333334,0.16666667,0,0,2.6666667,11.833333,8.916667
"CAPILATIS Shampoo Dermo Protector","7792640007206",6.5454545,0.05454546,0,0.72727275,1.0909091,2.7272727,8.986776
"PANTENE Shampoo Micelar Purifica & hidrata","7500435128612",11.78125,0.16875,0.4375,0.4375,4.75,8.0625,8.397656
"DOVE SHAMPHIDRINTENSA","7891150008991",16.923077,0.7423077,1.7307692,0.42307693,9.038462,8.311539,8.570415
"KLORANE AMANDE","7798095410974",6.0000005,0.10909092,0.27272728,1.6363636,3.8636365,9.000001,9.050826
"CLEAR SCALPFOODS SHAMPOO ANTICASPA (Detox Diario)","7891150062290",11.659091,0.05454546,0,0,4.3636365,8.227274,8.895248
"Champú Anticaspa Bio Logona","4017645008014",3.3333335,0,0.22222222,0,0.8888889,0.2777778,9.737655
"NATURAL FRO SHAMPOO SÓLIDO","98",0.7571429,0,0,0,0,0.5,9.820408
"Fructis Fuerza & Brillo Champú Fuerza y Brillo Fortificante","3600542024242",6.788462,0,0,0,2.8076925,5.115385,9.434172
"Pantene Champú Repara y Protege (360 ml)","4015600948016",13.379999,0.19200002,1.04,1.04,7.64,8.84,8.71472
"Pantene Champú Cuidado Clásico (360 ml)","4084500290532",12.354167,0.19583334,1.125,0.45833334,6.5,8.416666,8.789583
"Pantene Champú Cuidado Clásico (700 ml)","4084500357198",12.354167,0.19583334,1.125,0.45833334,6.5,8.416666,8.789583
"Pantene Champú Repara y Protege (700 ml)","4084500357112",13.379999,0.19200002,1.04,1.04,7.64,8.84,8.71472
"Pantene Champú Suave y Liso (360 ml)","4084500290600",13.7,0.204,1.04,1.04,7.88,8.92,8.68864
"Pantene Champú Suave y Liso (700 ml)","4084500357143",13.7,0.204,1.04,1.04,7.88,8.92,8.68864
"Pantene Miracle Shampoo Suave y Liso","8001841680620",14.969698,0.2,1.5151515,0.8787879,9.151515,11.636364,8.837832
"Tresemme CHAMPÚ BOTANIQUE REPARACIÓN INTENSIVA","8710447267134",11.035713,0.18928573,0,0,7.714286,11.571428,8.910332
"Tresemme CHAMPÚ HIDRATACIÓN INTENSA","8710447298930",7.3636365,0.01818182,0.9090909,0,5.909091,8.181818,8.982645
"Tresemme CHAMPÚ CUIDADO CLÁSICO","8710447170908",7.3636365,0.01818182,0.9090909,0,5.909091,8.181818,8.982645
"Oma Gertrude Champú Reparador Cabellos Secos y Dañados","4743318168012",7.647059,0,0,0,1.2941177,6.1764708,9.110726
"Oma Gertrude Champú Uso Diario","4743318168005",6.8866663,0,0,0,1.1333333,5.4666667,9.100889
"Shampoo Seda Crescimento Saudável 325ml","7891150037434",16.62,0.46,1.72,0,9.16,11.159999,8.4352
"Seda Shampoo Liso Extremo","7891150037502",18.36,0.49600002,0,0,7.88,10.76,8.50016
"Shampoo Baby Dove Hidratação Enriquecida","7891150025929",9.3,0.030000001,0.3,0.3,5.4,10.25,8.721
"Pantene MICELAR PURIFICA E HIDRATA SHAMPOO","7500435128926",13.078948,0.18421052,0.47368422,0.47368422,5.3157897,9.315789,8.481995
"SHAMPOO ELSEVE ARGININA RESIST X3 CABELOS FRAGILIZADOS OU COM QUEDA 200ML","7899026464919",4.452381,0,0.95238096,0,4.9047623,3.3809524,9.348072
"SHAMPOO ANTICASPA KERIUM - 200ML","7899706157117",6.195652,0.05652174,0,0,3.0869565,5.347826,9.361437
"Love Beauty & Planet óleo de argan & lavanda shampoo","7891150059696",12.157894,0,0,0,4.526316,9.894736,8.601109
"Rituals Samurai Cool Hair Shampoo Rinfrescante Per Uso Quotidiano","8716716089704",8.738095,0.4,3.142857,0,4.4761906,10.285714,8.712245
"Uriage DS Hair Shampoo Cheratoriduttore","3661434007422",14.018182,0,1.8181819,0,3.4545455,9.69697,9.121579
"Uriage DS Hair Shampoo Antiforfora","3661434007415",13.951724,0,1.7931035,0,3.4482758,8.758621,9.036147
"Klorane Shampoo all’Ortica","3001",8.047619,0.2761905,0,0,0.52380955,6.095238,9.288435
"Kerium Ds Shampoo Anticaspa Intensivo La Roche-posay","7899706152860",6.6086955,0.03478261,0,0,1.826087,7.2608695,9.316068
"Vichy Dercos Energizante Aminexil","7896014157525",2.2549999,0.28,0,0,3.05,3.8000002,9.53075
"Dercos Sensi Care Vichy Creme De Limpeza Com","7899706149037",3.6052632,0,0,0,5.4736843,1.8421054,9.425208
"Doctar Shampoo","7896290401855",0,0,0,0,0,1,9.5
"Node Ds E Shampoo Anticaspa Bioderma","3401344957253",8.436363,0.24242425,0,0,5.424242,8.636364,9.310927
"Ziaja Natural Olive regenerating Shampoo","5901887033196",14.772727,0.70454544,0.09090909,0.72727275,5.8636365,8.863637,8.589876
"SHAMPOO DOVE RECONTRUCCIÓN COMPLETA","7791293005010",18.534481,0.52758616,0,0,10.103448,12.075862,8.577884
"EcoHair Shampoo Anti-caída","307",6.071429,0.27857143,1.7142857,0,3.142857,3.357143,8.959694
"EcoHair SHAMPOO ANTICASPA","309",7.0714283,0.21428572,1.2857143,0,4.428571,3.0000002,8.857142
"Caprice Special Fall Control Shampoo","7509546026800",4.5,0,0,0,3.75,1.75,7.5
"Vanart 25 Fl. Oz. Classic Freshness Herbal Shampoo","650240033476",9.675,0.1375,0,0,5.8125,6.25,8.6328125
"Shampoo Palmolive Optims Therma Protect","7509546066417",5.8333335,0.1,1.4444444,0.5,2.8888888,5,9.124074
"Alert Shampoo 2 en 1. Control caspa","7509546026114",7.2857146,0.25714287,0.71428573,0,2.4285715,4.7142854,7.8
"Suave Naturals Refreshing Waterfall Mist Shampoo","79400922809",13.882353,0.34705883,1.8235295,0.5882353,10.3529415,8.176471,7.931142
"L'Oreal Paris Elvive Color Vibrancy Protecting Shampoo","71249207277",11.30303,0.045454547,2.8484848,1.3939394,7.939394,4.333333,9.155647
"Alberto VO5 Normal Balancing Shampoo, 12.5 fl. oz","816559012926",11.241666,0.425,0.5,0.41666666,6.75,6.25,7.8680553
"Barbie Conditioning Shampoo Long & Bouncy 200Ml","8906019231324",2.2777777,0.044444446,0,2,0.22222222,2.777778,9.1864195
"Champú Grisi manzanilla. Brillo luminoso. 13.5 Fl oz","37836084713",13.558825,0.18235296,0.1764706,0.1764706,6.4705887,9.3529415,8.240138
"Diana Shampoo Rich in Natural Proteins","323",9.617646,0.34117648,0.7647059,0.4117647,2.5882354,4.764706,8.9124565
"Garnier Fructis Sleek & Shine Shampoo, Frizzy, Dry, Unmanageable Hair 12.5 fl. oz","603084491254",9.833333,0,0,0,2.925926,7.4444447,9.251715
"Garnier Fructis Pure Clean Fortifying Shampoo","603084542321",8.008,0,0,0,2.96,7.88,9.24608
"Garnier Fructis Color Shield Fortifying Shampoo for Color-Treated Hair 12.5 fl. oz","603084491452",16.571426,0.09142858,3.2,1.4857143,6.5142856,8.262857,8.967836
"Garnier Fructis Champú Fortificador","3600542024228",8.303031,0,0,0,4.424242,9.727272,9.319559
"Weleda 2in1 Shampoo & Body Wash Lima Chispeante","4001638075107",3.125,0,0,0,1.125,2.375,9.5859375
"Organic Shop Lavish Avocado and honey shampoo","4743318182940",5.786667,0,1.8666667,0,2.7333333,7.266667,8.823111
"Shampoo Herbal Essences Pelo suave e hidratado hidradisíaco","7506295302292",15.541665,0.083333336,1.2083334,0.5416667,7.458333,9.166666,8.583334
"Pantene Shampoo Edición de Verano","374",12.904763,0.14761905,1.2857143,0.3809524,7.1428566,8.666667,8.546259
"Herbal Essences Sampoo Pomelo Blanco & Menta Mosa","19067900002",8.522727,0.06363636,0.5909091,0.13636364,3.2727275,6,9.155166
"Head and Shoulders Shampoo Control Caspa Humectación","7500435020169",12.9875,0.045833334,0.9583333,0,6.0416665,8,8.831944
"Head and Shoulders Shampoo control caspa. Control comezón","7500435020671",11.556,0.148,0.72,0.39999998,6.7999997,10.4,8.79904
"La Biosthetique Botanique Intense Shampoo","4040218783551",3.2571428,0,0,0,1.1428572,3.9285717,9.405102
"Herbal Essences bio: renew Rosemary & Herbs Shampoo","190679000095",16.108696,0.1347826,0.5652174,0.5652174,6.956522,9.608695,8.524385
"Naturalis Shampoo Sólido Macadamia","NOREG2",0,0,0,0,0,0,10
"Naturalis Shampoo Sólido Menta","NOREG4",0,0,0,0,0,0.33333334,9.888889
"Love Beauty & Planet Shampoo óleo de argan & lavanda","483",12.157894,0,0,0,4.526316,9.894736,8.601109
"Familand Shampoo Aceite Coco Argan","7804945062412",10.25,0.17,0.45,0.45,4.1499996,7,8.8765
"Familand Shampoo Arandano Uva BIO","7804945062665",7.038462,0.11538463,0.30769232,0.30769232,4.0769234,3.153846,8.846153
"Shampoo Aloe Vera Yabae","7897185008029",13.3,0.41500002,0,0,4.15,7.6500006,8.72425
"Shampoo Sólido 3x1 Praticidade Vegano Aloe Vera e Andiroba AhoAloe","7898964692095",0.7,0,0,0,0,1.3,9.8
"Shampoo Hidratante para Cabelos Cacheados e Crespos B.O.B","789503",3.0190477,0,0,0,0.52380955,4.571429,9.6136055
"SHAMPOO DE CÔCO MULTI VEGETAL","789507",3.6266665,0,0,0,0.6,1.8666667,9.593778
"Shampoo REEQUILÍBRIO Ahoaloe","789511",4,0,2,0,2.2727273,0.18181819,9.231405
"Pantene Pro-V Bambú Nutre y Crece Shampoo","7500435155854",16.903847,0.21538463,0.53846157,0.53846157,5.576923,9.461538,8.7217455
"Savile Aguacate Shampoo","7506192501019",11.294118,0.5352942,0,0.05882353,3.8235295,9.058825,8.542907
"Sedal Recarga Natural Detox Anticontaminación Te Verde y Limón Shampoo","7506306205024",12.979166,0.13333334,0.5833333,1.1666666,5.375,10.958333,8.700173
"Garnier Fructis con Proteína de Fruta Oil Repair 3 Recarga Nutritiva Shampoo","7509552849653",6.5892854,0,0,0,3.7857141,6.3214283,9.403699
"Herbal Essences Daily detox brillo Shampoo","7506339320206",10.947368,0.1,1.4736843,0.42105263,4.8421054,6.7894735,8.706648
"Tresemmé Expert Rizos Shampoo","7506306209770",13.326922,0.31538463,0,0,8.230769,10.5346155,8.753551
"Elvive Reparación total 5 Shampoo","7506078947894",10.240742,0,0.37037036,0,5.3333335,7.6666665,9.125514
"Aveeeno Oat Milk Blend Shampoo","52800673007",5.7380958,0,0,0,5.3333335,8.380952,9.073696
"Shampoo Dove Nutritive Secrets Ritual de Reparación","7849450543",13.576922,0.16923077,0,0,6.653846,11.223078,8.783728
"Natur Vital Happy Hair Champú Reforzante","8414002079216",7.2307696,0,0,0,2.846154,6.076924,8.757397
"Naturaloe Shampoo Hidratación Y Brillo","7849450546",12.4653845,0.3269231,0.23076925,0.07692308,6.9230766,6.723077,8.971302
"Shampoo Simond's Adulto Clásico","7804945001152",5.818182,0.13636364,0.36363637,0.36363637,1.909091,4.9090915,8.772727
"Shampoo Simond's Antioxidante Limpieza Profunda","7804945012196",7.538462,0.11538463,0.30769232,0.30769232,4.1538463,3.6153846,8.766272
"Shampoo Simond's Antioxidante Nutritivo","7804945012226",4.921053,0.078947365,0.21052632,0.21052632,2.8421054,2.2631578,9.445984
"Kativa Argan Oil Shampoo","7750075021471",15.8052635,0.6342105,3.2368422,2.0526316,7.657895,13.552631,8.870014
"Head & Shoulders Crece Fuerte","750043515924",14.004001,0.072,0.8,0,6.52,8.639999,8.79856
"Sos Natural Shampoo Sólido","779576",0,0,0,0,0,0,10
"Shampoo Neutralizante Arroz Slow Natural","780591",1.24,0,1.2,0,1.2,2.506667,9.590222
"Natura Shampoo Anticaspa Copaíba","7899846080764",15.75,0.19166668,1.1944444,0.5833333,8.027779,15.833334,8.844984
"Han Shampoo Ácido Hialurónico","7798044062391",19.238096,0.7047619,0.3809524,0.85714287,5.1428576,6.4285717,8.440363
"Fidelité Shampoo cremoso coloración premium","7798135960148",9.866667,0.38000003,0.4,0.4,5.1333337,5.7333336,8.539111
"Issue Professional Shampoo Neutro","779610",4.2999997,0.1,0,0,2.5,4.0000005,8.91
"Issue Professional Shampoo Post Color","779611",3.1,0.24000001,0,0,3.4,2,9.126
"Issue Professional Shampoo Golden Blonde","779613",11.178572,0.5500001,0.85714287,0,6.0714283,5.571429,8.269388
"Botanika Shampoo Revitalizante Uso diario- aloe vera y té blanco","7798121272293",7.7727275,0.26363638,0,0,1.0909091,4.818182,8.732231
"Organic Shop Shampoo tropical Coconut & Shea","4743318182896",5.1846156,0,2.7692308,0,2.9230769,3.6153846,8.885207
"Frenzzi NATURALE shampoo cebolla y ginseng","7795513060261",21.519999,0.42,0.64,0.84,8.12,7.52,8.4376
"Agua Calma Shampoo Sólido Lavanda","779630",1.4285715,0,0,0,0.5714286,0,9.714286
"Frenzzi Naturale shampoo de arandanos","779665",12.558825,0.28235295,0,0,4.8235297,6.2352943,8.594117
"Weleda Champú Reparador con Avena","84704",6.5652175,0,0.5217391,0,4.4347825,4.3913045,9.308128
"Manzanilla Acondicionador del huerto macadabia y romero","780716",2,0,0,0,0,0,9.333333
"Biferdil Shampoo estimulante","791001003512",11.676471,0.7529412,0.3529412,0.94117653,4.7647066,5.9411764,8.562976
"Shampoo Romero café","780738",0.5,0,0.33333334,0,0.8333334,0.33333334,9.666667
"DEKKA Shampoo solido con tensioactivos","779751",3.1428573,0,0,0,1.7142859,0.14285715,9.285714
"Agnisusentable Shampoo sólido Tierra","779752",1.1,0,0,0,0,1,9.3
"Lorenay Shampoo y acondicionador Frozen","8412428016846",12.699999,0.09333334,2,0.4,2.5333335,8.2,8.271556
"Lorenay Shampoo Paw Patrol","8412428011216",10.807693,0.046153847,0.7692308,0,3.5384617,5.615385,8.401775
"Ruh natural shampoo lavender","779771",1.2,0,0,0,0,0,9.76
"Sentida botánica shampoo sólido cabello equilibrado","779781",7.25,0,0,0,1,6.1666665,7.5972223
"Sentida botánica shampoo sólido Variedad Fortalecedor","779782",1.5,0,0,0,0,1.25,9.3125
"Naturalmente shampoo botánico","773788",3,0,0,0,1,2.9375,9.566406
"L´OCCITANE SHAMPOO FUERZA","779791",8.144,0,1.84,0,4.64,4.3599997,9.24064
"Boti-k champú sólido romero tea","779793",4,0,0,0,1.3333334,0.33333334,9.37037
"XAVONATURAL SHAMPOO FORTALECEDOR","779799",0,0,0,0,0,0,10
"Shiri shampoo para cabellos grasos","779811",1.25,0,0,0,0.5,1.6666666,9.430555
"Xixanthe shampoo regenerador","7506229923197",7.66,0,2.1,0,3.05,3.4,9.1895
"Shaman Shampoo Fortalecedor Anticaída de Jarilla","779828",1.5,0,0.25,0,0,0,9.78125
"Rosehip shampoo sólido anticaspa","779829",0.64000005,0,0,0,0,0.4,9.792
"Garnier Shampoo Sólido Hair Food Palta","779833",5.131579,0,0,0,0.4736842,6.4210525,9.367036
"Garnier Shampoo Sólido Hair Food Aloe","779834",5.4,0.18666667,0,0,0,5.266667,9.276444
"HAN Shampoo de Avena y Miel","7798044060595",13.235295,0.10588236,2.4705882,0,1.7058824,6.3529415,8.595848
"Capilatis shampoo Ortiga","7792640000320",15.666668,0.26,0,0.53333336,4.5333333,7.333334,8.111555
"Luno shampoo sólido cabello normal","779846",4.2000003,0,0,0,0.8,1.6,8.68
"Luno shampoo sólido cabello seco","779847",2.5714285,0,0,0,0.71428573,1.4285715,9.32653
"Refil lab shampoo","779852",14.75,0.3125,2.25,0,6.75,5.5,8.152344
"Bagovit shampoo capilar","7790375269708",17.320002,0.69200003,1.72,1.04,9.32,7.3200006,8.50352
"AVENO SHAMPOO CON AVENA","779854",16.194443,0,0,0,5.388889,10.666666,8.208334
"The Mash Store Shampoo sólido calendula","779856",9.470589,0,0,0,3.3529413,5.0588236,8.948097
"The Mash Store Shampoo sólido matcha","779857",11.972221,0,0,0,3.6111112,4.5,8.884259
"Be kind shampoo sólido aires de jazmín","779858",11.884614,0,0,0,1.3846154,7.1538463,8.428994
"Magic garden shampoo sólido suave","779859",3.2857141,0,0,0,1.5,2.857143,9.454082
"Maria magdalena shampoo mate","779861",4,0,1.75,0,1.75,1.5625,9.433594
"Cuidado integral vegano shampoo sólido cabello normal","779866",2.8363636,0,0,0,1.6363637,3.3636365,9.287603
"Cuidado integral vegano shampoo sólido cabello seco","779867",4.1000004,0,0,0,1.7857143,3.3571427,9.339796
"Cuidado integral vegano shampoo sólido cabello graso","779868",3.1,0,0,0,1.5,3.5,9.19
"Cuidado integral vegano shampoo sólido cabello sensible","779869",2.8846154,0,0,0,1.6153846,3.7692306,9.363905
"Natural aloe shampoo control caída","7798307800029",12.777778,0.44444448,0.6666667,0,2.6666665,5,8.802469
"Mies champú sólido argan","779881",7.25,0.22857144,0,1,2.0714285,3.2857141,9.011735
"Mies champú sólido medusa","779882",11.9375,0,0,0,2.375,4.3125,8.8359375
"SHAMPOO SÓLIDO SENTIDA BÓTANICA CABELLO EQUILIBRADO","736684288822",6.3333335,0,0,0,0.6666667,5.3333335,8.629629
"BIO BALANCE SHAMPOO RULOS","7798151507136",4.1625,0,0,0,1,4.675,8.770312
"Cuidado integral vegano shampoo y gel de ducha para niños","779917",0.02857143,0,0,0,0,0.42857146,9.934694
"Garnier fructis shampoo hair food aloe vera","779921",8.080001,0.3,0,0,1,6.6000004,8.934667
"Xavo shampoo brillo y suavidad","779930",4.5,0,0,0,1.4,3.1999998,9.545
"Xavo shampoo revitalizante","779933",4.4210525,0,0,0,1.4210527,3.2105262,9.523545
"Xavo shampoo limpieza profunda con menta y tea tree","779935",4.0000005,0,0,0,1.2941177,3.0588236,9.508651
"Xavo shampoo fortalecedor con romero y ortiga","779936",4.444444,0,0,0,1.2777778,3.5,9.487655
"Dove Real Poder de las Plantas Shampoo Fuerza+Bambú","779940",8.076923,0,0,0,1,7.9307694,8.691716
"Xavo shampoo brillo y suavidad","C779930",3.5294118,0,0,0,0.9411765,2.5882354,9.584775
"Xavo shampoo revitalizante","C779933",3.375,0,0,0,0.9375,2.5625,9.5703125
"Xavo shampoo limpieza profunda con menta y tea tree","C779935",3.4,0,0,0,0.93333334,2.6000001,9.537778
"Xavo shampoo fortalecedor con romero y ortiga","C779936",3.8125,0,0,0,0.9375,3,9.515625
"Ocean skin Shampoo Sólido con Tensioactivos Naturales Anti Caída y Fortalecedor","779964",3.9333336,0,0,0,3.2000003,2.9333334,9.328889
"Botane SHAMPOO NATURAL HIDRATANTE Y NUTRITIVO- Vié Mystiq","779968",5.5,0,1.8333333,0,3.1666665,2,8.958333
"Almaviva shampoo sólido fortalecedor","779974",3,0,0,0,1,2,8.8
"Agua calma shampoo sólido tea tree","779976",3.25,0,1.75,0,2.875,0,9.015625
"Sentida botánica shampoo sólido cabello graso","779985",5,0,0,0,0.3,1.7,9.3
"Weleda shampoo & body wash","4001638075107",5.1428576,0,0,0,1.7142856,4.5714283,9.183674
"Aguapez shampoo sólido flower balance","779991",0.5,0,0,0,0,0.16666667,9.888889
"Aguapez shampoo sólido fresh mint","779992",1.5,0,0,0,1,0.8333334,9.444445
"Aguapez shampoo sólido juice mango cabello seco","779993",8.15,0.060000002,0,0,2.8000002,3.4,8.559
"Bufala CHAMPÚ SÓLIDO - CABELLO GRASO","779995",0.8,0,0,0,0,0.8,9.68
"Bufala CHAMPÚ SÓLIDO - CABELLO NORMAL","779996",0.08571429,0,0,0,0,0.85714287,9.865306
"Bufala CHAMPÚ SÓLIDO - CABELLO SECO","779997",0.080000006,0,0,0,0,0.8,9.824
"AHIMSA shampoo sólido natural","7791012",0.05,0,0,0,0,1.8333334,9.686111
"Narayani shampoo sólido avena neutro","7791026",0,0,0,0,0,0,10
"Narayani shampoo sólido lavanda cabello normal","7791027",0.080000006,0,0,0,0,1.1,9.882
"Mustela Shampoo suave","3504105036133",8.8,0,0,0,4.4666667,6.266667,8.697778
"Ocean skin KIT capilar shampoo sólido","7791042",4.1875,0,0,0,2.375,2.9375,9.40625
"Naturale shampoo y acondicionador sólido","7791050",4.6,0,1.6,0,1.6,1,8.24
"Terra shampoo sólido neutro","7791053",0.8,0,0,0,0,0.5,9.675
"Vita friska shampoo normal","7791057",1,0,0,0,0,0,9.75
