"name","numero_ingredientes","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Shampoo Capilatis Con Palo amargo Lí­nea Piojos",13,"7792640004601",6.625,0.26250002,0,1.5,3.25,2.125,4.527424
"Shampoo Tí­o Nacho Herbolaria Milenaria Fortalecimiento capilar",32,"6",13.596153,0.60769236,0.30769232,2.5384614,1.8076923,9.769231,-1.3833237
"ACONDICIONADOR PANTENE 3MIN FUERZA RECONSTRUCCION",18,"7500435116718",10.0625,0.18125,0,0,5.625,6.375,1.1549053
"Johnsons Baby Shampoo Fuerza Y Vitamina",21,"7891010244507",9.657895,0,0,0,2.6842105,9,1.5134401
"PANTENE MAXPROV SHAMPOO CONTROL CAIDA",22,"7500435012201",12.149999,0.155,1.8000001,0.95000005,6.9000006,9.25,-2.4084816
"Acondicionador Tresemmé Blindaje Platinum",23,"7791293033969",16.690477,0.5904762,1.2380953,2,9.190476,6.285714,-4.3132915
"PANTENE Acondicionador Pro-V Hidratacion Extrema",18,"7500435013796",10.0625,0.18125,0,0,5.5,6.4375,1.1797581
"Johnson's Baby Acondicionador Gotas de Brillo",15,"7790010602013",7.9615383,0,0,0,6.4615383,2,3.4694614
"Desodorante para Mujer Dove",24,"75027513",13.190476,0.27142859,0.71428573,0.47619048,12.428572,6.3333335,-3.2869911
"Lux Jabón Lí­quido Rosas Francesas",31,"7791293037660",13.051723,0.7620689,3.1034484,1.4137931,9.068965,12.275863,-5.776869
"Lux Jabón Lí­quido Orquí­dea Negra",29,"7791293037684",14.203703,0.91851854,3.3333335,1.8148148,6.740741,9.481482,-4.5110607
"ACOND PANTENE HIDRATACION MAX",14,"750043501232",10.458334,0.21666668,0,0,9,5.416667,0.02244854
"Shampoo Pantene Pro-V Hidratacion Extrema",21,"750043502287",12.263157,0.3894737,1.1578947,0.36842105,7.368421,8.421053,-1.9167633
"Oral B Crema Dental Complete 4en1",16,"7506195131664",4.923077,0.12307693,0,0,3.0769231,3.2307694,5.485211
"Colgate Crema Dental Colgate Triple Acción Menta Original",18,"7793100111877",6.4,0,0,0,2.2666667,4.6000004,4.7245893
"Carefree Protectores Diarios Todos los Dias",6,"7790010616751",0,0,0,0,3,3,7.6141357
"Johnson's Baby Shampoo Protección UV",17,"7790010570602",4.9666667,0.16000001,0.73333335,0.8,3.266667,9.266665,2.3678856
"BABY DOVE SHAMPOO CABELLOS RIZADOS CON ACEITE DE COCO",13,"7891150044555",4.625,0.3625,0.625,0.625,6,6.25,2.6485567
"baby dove acondicionador humectacion enriquecida",13,"7891150036390",4,0,0,0,3,3.6363637,5.7705135
"Johnson´s baby colonia fresca caricia",14,"7790010684224",19.833334,0.15,0.6666667,0.16666667,3.9166667,9.166667,-3.480133
"JABON DE TOCADOR DOVE CREMOSO",23,"7898422746759",13.571428,0.22857144,0.8095238,0.3809524,7.2857146,6.142857,-1.3006649
"JABON DE TOCADOR DOVE NUTRITIVE SECRETS",27,"7891150064980",13.75,0.39166665,1.875,0.9166666,8.791667,5.8750005,-2.5655508
"AGUA MICELAR BIFASICA L´OREAL PARIS",10,"7509552800098",1.25,0,2.5,0,4.25,2.375,5.874443
"TALCO REXONA EFFICIENT P/PIES",10,"7791293036168",8.4375,0,1,0,3.125,6.625,2.3702054
"Ekos Pitanga Natura Pulpa hidratante para manos",27,"7899846091944",10.78,0.504,0.56,1.28,9.88,7.6800003,-2.2013102
"ANTITRANSPIRANTE DOVE GO FRESH",14,"77942333",9.25,0.15,0,0,5.1,5.1,2.2061772
"Elvive Acondicionador Arcilla Purificante Elvive Loreal Parí­s",26,"7509552800418",12.321739,0.46086955,0,0.26086956,6.9130435,3.9999998,0.47383213
"Jabon Glicerina neutro Estilo Spa",14,"7798096056812",2.6666667,0.28333333,0.8333333,1.5,2.5,1.6666666,6.242264
"Antitranspirante bolilla Etiquet Men",11,"7794640630507",4.944444,0.06666667,0.8888889,0.8888889,5,2.2222223,4.428566
"NIVEA Crema Hidratante en Lata",22,"4005800137556",7.9749994,0,0,0,3.95,3.3500001,3.9259872
"Shampoo Tresemmé detox capilar, con té verde, jengibre y proteí­na de trigo",22,"7891150051553",18.052631,0.9157894,0,0,11.631578,11.842105,-6.876848
"Acondicionador PANTENE 3MIN HIDRATACION EXTREMA",18,"7500435106412",10.0625,0.18125,0,0,5.625,6.375,1.1549053
"Plusbelle Shampoo Lacio",26,"7790740505578",11.357144,0.70952386,0.952381,1.5238096,4.333334,7.095238,-0.32738495
"Jabon Tocador Heno de Pravia ORIGINAL",21,"7790396104095",16.505262,0.052631583,0.31578946,0.31578946,0.31578946,8.105263,-0.18387318
"Enj Bucal LISTERINE Cool Mint Zero Alcohol",14,"7891010619442",3.1666667,0.075,0,0,3.0833335,2.25,6.5902023
"Johnson's baby acondicionador fragancia prolongada",13,"7790010681650",6.9500003,0,0,0,2.6999998,2.5,5.168625
"Jabon Tocador Suave pepino & Aloe",20,"7791293038025",10.34375,0.125,0.5,1.25,3.5625,4,2.1341038
"Crema corporal St Ives iel renovada",23,"7791293033075",9.761905,0.15238096,1.0476191,0.3809524,8.904762,5.3809524,-0.19104862
"Atrix Intensive crema para manos",23,"4005800137570",4.6428576,0.042857148,0.6666667,0.6666667,2.3333335,5,4.6905055
"Tí­o Nacho Acondicionador Anti-Edad Jalea Real",23,"650240024689",9.447369,0.042105265,0,1.6842107,1.1578947,4.578947,3.27563
"Tí­o Nacho Tratamiento Capilar reparador Aloe puro",25,"7798140259930",11.826087,0.17391305,0,0,2.7826085,12.347825,-0.78825474
"Biferdil bálsamo BA con filtro UV",21,"7791001002140",4.8461537,0,0,0,5.1538463,2.3846154,5.0753317
"CAPILATIS Shampoo Dermo Protector",13,"7792640007206",6.1,0.060000002,0,0.8,1.2,3,5.5622926
"Crema SAPOLAN ferrini Tradicional",6,"7790299000081",2.7,0,0,0,0.4,2.4,7.812958
"Gel Dental Close Up White Attraction Men",18,"7791293034553",7.3125,0.19375001,0,0.3125,3,4.6875,3.834032
"PANTENE Shampoo Micelar Purifica & hidrata",20,"7500435128612",11.499999,0.18000002,0.46666667,0.46666667,5.0666666,8.599999,-0.4500847
"Parodontax Flúor",15,"7896015527457",2.6666667,0,0,0,1.1666666,0.5,8.2768755
"Sedal Shampoo crema balance",30,"7791293030807",17.615385,0.77307695,2.6923077,2.3846154,10.153846,13.153847,-8.599035
"Rexona Clinical Aerosol Classic",22,"7791293037813",7.6249995,1.11,0.95,1.45,8.5,10.25,-1.8835917
"Rexona Men Clinical Aerosol",22,"7791293037844",8.099999,1.0350001,0.95,1.45,7.6500006,10.849999,-1.9432383
"ACONDICIONADOR DOVE FUERZ HIDRA",17,"7891150023420",10.433333,0.35333332,1,0,10.533333,5.5999994,-1.1022205
"COLGATE PLAX ICE",15,"7891024136096",4.046154,0.061538465,0,0,0.4615385,3.846154,6.653672
"Nivea Body Crema Hidratante",14,"4005808041817",1.9583334,0,0.5833333,0,4.083333,1.6666667,6.7028685
"DOVE SHAMPHIDRINTENSA",27,"7891150008991",16.56,0.77199996,1.8000001,0.44,9.400001,8.643999,-4.957779
"ETIQUET CLASICO",20,"7794490630245",13.777778,0.3611111,1.1666666,1.9444444,9.722222,4.333333,-2.4484673
"JABON DE GLICERINA VERITAS MENTA Y EUCALIPTO",16,"7791520004151",7.625,0,0,0,5.8333335,1,4.25073
"NIVEA BODYCELULITIS",20,"4005808881512",8.28125,0.112500004,0.9375,0.375,5.8125,4.0625,2.213633
"CREMA PARA MANOS Y CUERPO REGENERACIPON INTENSIVA ORDEÑE EVO (265ml)",22,"7798064430224",6.433334,0.080000006,1.5333333,1.6,6.533334,2.9333336,2.3996964
"MIDERMUS CREMA DE ORDEí‘E NUTRITIVA HUMECTANTE VITAMINA A&E (250gr)",21,"7794207084118",13.055554,0,0,1.7777778,5.5,6.7777777,-0.78057194
"MIDERMUS CREMA DE ORDEí‘E NUTRITIVA HUMECTANTE VITAMINA A&E (150gr)",21,"7794207084095",13.055554,0,0,1.7777778,5.5,6.7777777,-0.78057194
"CREMA PARA MANOS Y CUERPO REGENERACIPON INTENSIVA ORDEÑE EVO (500ml)",22,"7798064434284",6.433334,0.080000006,1.5333333,1.6,6.533334,2.9333336,2.3996964
"BAGOVIT A CUIDADOS COTIDIANOS EFECTO SEDA",42,"7790375004378",12.910257,0.36153847,0.51282054,1.5641026,4.2564106,5.179487,0.1445446
"CREMA CORPORAL VERITAS",31,"7791520006155",13.9,0.105,0,0.35,5.15,7.35,-0.67873
"KLORANE AMANDE",23,"7798095410974",5.2380953,0.11428572,0.2857143,1.7142859,4.0476193,9.428572,1.7176428
"KÉRASTASE DENSIFIQUE BAIN DENSITÉ",26,"3474630658448",4.7045455,0.122727275,0,0,3.7272727,3.2727273,5.296955
"LIPIKAR GEL-FLUIDE LA ROCHE POSAY",19,"3337872413902",2.125,0,2.0833333,0,4.5833335,4.833333,4.5821004
"CLEAR SCALPFOODS SHAMPOO ANTICASPA (Detox Diario)",26,"7891150062290",11.166668,0.05714286,0,0,4.5714283,8.619047,0.2918043
"ELVIVE ACONDICIONADOR REPARACIÓN RÁPIDA",23,"7898587761987",9.815789,0,0,0,4.789474,4.736842,2.3087273
"CREMA DE TRATAMIENTO ELVIVE KERA-LISO",27,"7899026487093",13.9800005,0.592,0,0.16,9.2,2.52,-0.5184803
"Champú Anticaspa Bio Logona",19,"4017645008014",1.4117647,0,0.23529412,0,0.9411765,0.29411766,8.853849
"KÉRATASE DISCIPLINE OLEO CURL",32,"3474636349913",15.532258,0.2967742,0.32258064,0,9.290322,2.967742,-1.296938
"Sensodyne Pro-Esmalte Blanqueador",13,"7794640662553",4.636364,0.14545456,0,0,1.8181818,2.5454547,6.363364
"Sensodyne Pro-Esmalte Crema Dental de Uso Diario",15,"7896015520526",4.1538467,0.12307693,0,0,1.0769231,2.846154,6.739319
"Oral B Stages Crema Dental Disney Princess",14,"3014260279165",3.9999998,0.033333335,0.16666667,0,3.5833333,2.0833333,6.076579
"Colgate Crema Dental Máxima protección anticaries Sabor Original (90 gr)",13,"7793100111570",4.6363635,0,0,0,1.6363636,2.8181818,6.3850546
"Colgate Crema Dental Máxima protección anticaries Sabor Original (180 gr)",13,"7793100111563",4.6363635,0,0,0,1.6363636,2.8181818,6.3850546
"Oral B Kids Crema Dental",19,"7500435127363",6.882353,0.15294118,0,0.11764706,3.9411767,3.7058825,4.114868
"Cetaphil Emulsión Hidratante",17,"3499320003223",5.7999997,0,1,0,5.4666667,5.7333336,2.8424072
"Cetaphil Crema para manos",17,"91",3.5,0,0.2857143,0,1.5714287,1.5714285,7.244895
"Cetaphil Crema Hidratante 453 ml",20,"3499320005302",6.8333335,0,0.8888889,1.1111112,7.055556,6.3888884,1.1413746
"Cetaphil Crema Hidratante 250 ml",20,"93",6.8333335,0,0.8888889,1.1111112,7.055556,6.3888884,1.1413746
"Cetaphil Loción Ultra Humectante",17,"94",5.7999997,0,1,0,5.4666667,5.7333336,2.8424072
"Crema facial hidratante de Noche con Ácido Hialurónico",34,"3499320009737",6.172414,0.36206898,1.6551723,1.6551725,8.37931,6.137931,0.31256866
"Loción facial hidratante de dí­a con Ácido Hialurónico",16,"96",4.9285717,0.18571429,0,1.8571428,3.357143,1.7857144,5.182826
"NATURAL FRO SHAMPOO SÓLIDO",8,"98",0.8833333,0,0,0,0,0.5833333,9.416789
"Cetaphil sun after sun repaire loción liposomal",19,"101",0.40625,0,0,0,1.5,1.3125,8.720083
"Cetaphil Espuma de limpieza suave",14,"104",3.4166667,0,0,0,1.6666667,4,6.3880663
"Cetaphil exfoliante ultra suave",20,"105",4.6666665,0,0,0,3.3888888,8,3.6156044
"Cetaphil toallitas de limpieza facial",13,"107",6.818182,0.5181818,0.54545456,2.5454545,3.818182,5.5454545,2.1302629
"Cetaphil limpiador liquido de rostro para piel grasa",23,"8430351066011",15.523809,0,0,0.7619048,7.666667,4.761905,-1.4180651
"Cetaphil barra dermolimpiadora",26,"109",18.1875,0.016666668,0,0,6.041667,5.9166665,-1.9939375
"Cetaphil AD control hidratante corporal",28,"110",1.3076923,0.16923077,0,1.6923077,4,5.1923075,5.084508
"DOVE Secretos Hidratantes Ritual Restaurador Loción Corporal Spray",28,"8710447437285",5.632,0,0.96,1.8399999,5.6800003,6.04,1.9866772
"DOVE Desodorante Antitranspirante Stick Original",26,"80466437",15.083334,0.38750002,1.0416667,0.625,12.500001,8.583333,-5.198286
"DOVE Gel de Ducha Hidratación Profunda (750 ml)",29,"8712561594424",8.066667,0.23333335,0.6296296,0.8518518,2.2962964,11.296296,0.7054386
"DOVE Gel de Ducha Hidratación Profunda (600 ml)",29,"8712561838788",8.066667,0.23333335,0.6296296,0.8518518,2.2962964,11.296296,0.7054386
"DOVE Desodorante Original sin alcohol anti-transpirante 48h spray",25,"8717163997345",11.978261,1.4695653,0,2.347826,9.565217,10.78261,-4.372238
"DOVE Desodorante Go Fresh sin alcohol anti-transpirante 48h spray",20,"8717163004869",7.3888893,1.3055556,0,2.2777777,7.6666665,9.777778,-1.299717
"DOVE Pastilla de jabón original hidratante",15,"8000700000005",5.6250005,0.058333337,0.25,0.25,3.1666667,3.4999998,4.890274
"Farma Clean Máscara Puntos Negros (con carbón activado de bambú)",13,"77959966",2.3999999,0.83000004,0,0,4,0.6,6.886447
"Garnier Garnier BioAgua Micelar con Agua de Flor de Aciano y Cebada Ecológicas",19,"3600542215282",1.1933334,0,1.3333334,0,1.3333334,3.2666667,7.1661234
"Garnier Skin Active Essencials Desmaquillante de Ojos 2 en 1",16,"3600541361249",0.78571427,0,0,0,1.1428572,2,8.437827
"Pantene Champú Repara y Protege (360 ml)",26,"4015600948016",12.895833,0.2,1.0833333,1.0833333,7.958333,9.208333,-2.8952637
"Pantene Champú Cuidado Clásico (360 ml)",25,"4084500290532",11.847828,0.20434783,1.173913,0.47826087,6.782609,8.782608,-1.6388674
"Pantene Champú Cuidado Clásico (700 ml)",25,"4084500357198",11.847828,0.20434783,1.173913,0.47826087,6.782609,8.782608,-1.6388674
"Pantene Champú Repara y Protege (700 ml)",26,"4084500357112",12.895833,0.2,1.0833333,1.0833333,7.958333,9.208333,-2.8952637
"Pantene Champú Suave y Liso (360 ml)",26,"4084500290600",13.229166,0.2125,1.0833333,1.0833333,8.208333,9.291666,-3.16533
"Pantene Champú Suave y Liso (700 ml)",26,"4084500357143",13.229166,0.2125,1.0833333,1.0833333,8.208333,9.291666,-3.16533
"Pantene Miracle Shampoo Suave y Liso",34,"8001841680620",14.40625,0.20625,1.5625,0.90625,9.4375,12,-5.3167505
"Tresemme CHAMPÚ BOTANIQUE REPARACIÓN INTENSIVA",30,"8710447267134",10.407407,0.1962963,0,0,8,12,-2.1693802
"Tresemme CHAMPÚ HIDRATACIÓN INTENSA",23,"8710447298930",6.666667,0.01904762,0.95238096,0,6.190476,8.571428,1.0927734
"Tresemme CHAMPÚ CUIDADO CLÁSICO",23,"8710447170908",6.666667,0.01904762,0.95238096,0,6.190476,8.571428,1.0927734
"Weleda Skin Food Light",22,"4001638501484",3.0000002,0,0,0,1,3.15,7.156845
"Cattier Leche Hidratante Nutritiva",18,"3283950911184",2.4375,0,0,0,0,3.625,7.589283
"Cattier Leche Hidratante Nutritiva",24,"3283950911153",7.1190476,0,0.71428573,0,0.42857146,7.9047623,3.5714207
"SANTEG el de ducha Bio de piña y limón",21,"4025089075127",5.611765,0,0,0,2.1764705,2.5294118,5.897249
"Sante Champú tratante Bio de naranja y coco",18,"4025089075233",4.8071427,0,1,0,1.8571428,2.2857144,6.043442
"Oma Gertrude Champú Reparador Cabellos Secos y Dañados",18,"4743318168012",8.125,0,0,0,1.375,6.5625,3.6128426
"Oma Gertrude Mascarilla capilar reparación y nutrición cabellos secos y dañados",18,"4743318168050",2.0125,0,1.875,0,0.125,3.0625,7.1866684
"Oma Gertrude Champú Uso Diario",18,"4743318168005",7.378571,0,0,0,1.2142857,5.857143,4.2540436
"Oma Gertrude Gel ducha nutritivo todo tipo de pieles",14,"4743318183091",7.141667,0,0,0,1,5.5,4.575473
"Weleda Gel de ducha en crema Rosa Mosqueta",18,"4001638088268",6.09375,0,0,0,1.125,4.25,5.43952
"Weleda Gel de ducha en Crema de Citrus",14,"4001638088275",5.166667,0,0,0,0.75,3.5000002,6.2555184
"Cattier Manteca Karité Bio",1,"3283950917308",0,0,0,0,0,0,10
"Weleda Crema Rostro y Cuerpo de Caléndula",16,"3596206332825",7.5714293,0,0,0,1.5,3.2857144,5.086256
"Neobio Dentifrico romero y hamamelis sin fluor",18,"4037067280102",0.53846157,0,0,0,0,0.7692308,9.480004
"Logodent Gel Dentífrico Fresas Niños",14,"4017645042346",1.8000001,0,0,0,0,1.2,8.807068
"Corpore Sano Desodorante roll-on árbol de té",16,"8414002084838",8.9,0.1,0,0,5.416667,3.8333333,2.7429967
"Urtekram Desodorante Roll-On Rosas",10,"5765228837610",3.5,0.1,0,0,3.375,0.25,7.127022
"Weleda Desodorante de Citrus",8,"4001638097079",12,0,0,0,0.5,4.6666665,3.1737776
"Uterkram Champú de Árbol de Té",18,"5765228837467",6.035714,0,0,0,0.71428573,3.9285712,5.75373
"Lactovit Nutritivo Piel Normal Seca",31,"8411135350038",15.1037035,0.029629631,2.074074,0.2962963,7.6296296,9.296296,-3.6907368
"Seda Creme de Pentear Cachos Definidos 300ml",23,"7891037000322",10.904762,0.16666667,0,2.4761906,3.7619052,9.190476,-0.5375681
"Shampoo Seda Crescimento Saudável 325ml",26,"7891150037434",13.145834,0.47916672,1.7916666,0,9.541667,11.625,-4.547145
"Seda Shampoo Liso Extremo",26,"7891150037502",15.166667,0.5166667,0,0,8.208333,11.208333,-3.957305
"Close Up Creme Dental Triple Hortelã 70g",14,"7891150049888",6,0,0,0,1.9166666,4,5.2614083
"Shampoo Baby Dove Hidratação Enriquecida",21,"7891150025929",9.789474,0.031578947,0.31578946,0.31578946,5.684211,10.7894745,-0.7070885
"Baby Dove Shampoo Refil Hidratação Enriquecida",21,"7891150035928",9.789474,0.031578947,0.31578946,0.31578946,5.684211,10.7894745,-0.7070885
"Dove Loção Desodorante Hidratante Corporal Dove Nutrição Essencial 200ml",32,"7501056348922",10.923333,0.22333334,1.6666667,2.3333335,10.099999,9.566668,-3.8433151
"Vasenol Loção Desodorante Hidratante Nutrição do Cacau 200ml",28,"7891150028425",9.730769,0.2,0.84615386,1,9.692308,4.9615383,-0.5100374
"Pantene MICELAR PURIFICA E HIDRATA SHAMPOO",20,"7500435128926",12.749999,0.19444445,0.5,0.5,5.611111,9.833333,-1.6863155
"WELEDA SABONETE LIQUIDO CORPORAL",18,"4001638093668",4.59375,0.056250002,0,0,0.6875,4.75,5.988766
"Nivea SABONETE NIVEA TOQUE DE BAUNILHA 85G",15,"4005900527073",7.038462,0.33076924,0.61538464,1.3076923,2.1538463,3.7692308,3.9496927
"Desodorante Nivea Spray Fresh Natural",10,"7891177816852",9.1875,0.375,0,0,3.75,4.625,2.86726
"SHAMPOO ELSEVE ARGININA RESIST X3 CABELOS FRAGILIZADOS OU COM QUEDA 200ML",22,"7899026464919",3.625,0,1,0,5.1499996,3.5500002,4.701393
"CONDICIONADOR JOHNSONS BABY CABELOS CACHEADOS CONTROLE DE VOLUME 200ML",16,"7891010047184",6.678571,0,3.4285715,0,3.7142859,3.142857,3.2542524
"CONDICIONADOR JOHNSONS BABY CAMOMILA CABELOS CLAROS",10,"7891010030476",5.8125,0,0,0,2.25,2.25,5.899296
"Nivea Soft Cream",27,"4005808890590",12.82,0.072,0.48,0,3.88,4.4,1.3902111
"TALCO MURIEL BABY MENINA 75G",12,"7896279102636",16.7,0.26999998,0,0,3.8999996,5.1,-0.3268156
"Original Remedies Leche de Almendra Mascarilla Leche de Almendra Nutritiva",26,"3600542210966",2.009091,0,0,0,0.77272725,3.636364,7.4478483
"SABONETE DOVE BABY HIDRATAÇAO SENSIVEL 75G",17,"7891150025998",8.266667,0.120000005,0.33333334,0.13333334,6.133333,3.4666667,2.6621423
"SABONETE GRANADO ANTISSEPTICO 80G",26,"7896512900166",7.590909,0,1.5454545,1.4545455,2.5454545,4.090909,3.1496773
"DESODORANTE REXONA AE POWDER WOMEN 150ML",9,"7791293032436",1.1428572,1.0285715,0.71428573,0.2857143,5.571429,5.714286,4.251203
"DESODORANTE LA ROCHE AE PELES SENSIVEIS 150ML",11,"3337872412141",0.7222222,0,0.8888889,0,1.7777778,5.111111,6.6200256
"NEUTROGENA HYDRO BOOST WATER GEL FPS25 HIDRATANTE FACIAL 55G",26,"7891010887742",11.1875,0.5083333,7.2916665,4.9583335,10.75,7.625,-6.8286247
"EFFACLAR CONCENTRADO SABONETE EM BARRA ANTIOLEOSIDADE LA ROCHE 70G",17,"7899706149211",5.0769234,0.21538463,0,0,0.46153846,4.923077,5.754385
"CETAPHIL CREME HIDRATANTE BODY PELE EXTREMAMENTE SECA E SENSIVEL 453G",21,"7897930762053",3.6666667,0.16666667,0.8888889,0.5555556,6.6111107,5.388889,3.1295953
"LIPIKAR SURGRAS SABONETE LIQUIDO CONCENTRADO ANTIRRESSECAMENTO LA ROCHE 400ML PUMP",21,"3433422408586",2.7105265,0,1.8947368,0,1.7894737,3.105263,6.2223816
"CREME ANTI-IDADE HYALU B5 REPAIR",28,"3337872413728",6.7799997,0.14400001,1.8,0,10,6.64,-0.085843086
"SHAMPOO ANTICASPA KERIUM - 200ML",24,"7899706157117",5.431818,0.05909091,0,0,3.2272725,5.590909,4.310076
"The Body Shop Creme Firmador Facial Roots Of Strength",40,"2020",10.131578,0.38421056,1.0526316,0,9.342105,5.710526,-0.5857029
"The Body Shop Creme para as mãos Flores de Lolita",16,"2021",3.1142857,0.47857141,0.5714286,0.42857143,6.4285717,1.3571429,5.077735
"Condicionador De Morango",17,"2022",6.1538463,0.21538463,0,0.15384616,3.1538463,4,4.561453
"Pantene TRATAMENTO CAPILAR MICRO-BLINDAGEM",17,"2023",10.166668,0.38000003,0,0,3.066667,8.066667,1.379077
"Garnier Creme de Pentear Fructtis óleo Blindagem",17,"7898587762878",7.1499996,0.15,0,0,3.1,4,4.2739263
"Desodorante Creme Love, Beauty And Planet Manteiga de Murumuru & Rosa",22,"7891150065024",11.875,0.120000005,0,0,3.3,5.1,1.8900499
"Sabonete Líquido Love, Beauty And Planet Óleo de Argan & Lavanda",20,"7891150062160",7.083333,0.08888889,0.5,0.5,1.6111112,5.4999995,3.9226737
"ISDIN Lozione Doposole",25,"8470003173704",8.369566,0.09130435,1.6086956,1.8695652,6.3043475,5.7826085,0.44616985
"BIOEARTH LOOM CREME RICHE CREMA ALLA BAVA DI LUMACA 78%",20,"8029182005025",0.13333334,0,0,0,0.8666667,2.4,8.64801
"IOMA Gel Riparatore Giorno e Notte 7 x 1 ml Monodose",23,"3700527702261",5.5238094,0.05714286,0.42857146,0.0952381,3.5238097,6.5238094,3.5771017
"Rituals Samurai Cool Hair Shampoo Rinfrescante Per Uso Quotidiano",23,"8716716089704",9.175,0.42,3.3,0,4.7000003,10.8,-1.2911024
"Uriage DS Hair Shampoo Cheratoriduttore",34,"3661434007422",13.425,0,1.875,0,3.5625,10,-1.4770012
"Uriage DS Hair Shampoo Antiforfora",30,"3661434007415",13.414286,0,1.8571428,0,3.5714285,9.071428,-1.0999489
"Klorane Shampoo all’Ortica",22,"3001",7.4,0.29000002,0,0,0.55,6.4,4.178491
"Nuxe Aquabella Beauty-Revealing Essence Lozione-Essenza Rivelatrice di Bellezza",21,"3264680014871",8.74706,0,0,0,1.7647059,8.058824,2.6155157
"Ren Evercalm Latte Detergente Delicato",30,"5060033779064",1.9000001,0.128,0.72,0,1.88,3.52,6.7599964
"Clinique Even Better Refresh Fondotinta e correttore CN 74 Beige",56,"20714918477",9.590567,0.4283019,1.773585,0.11320755,12.622642,6.2264156,-2.2294302
"Biotherm Skin Oxygen SPF 15 Crema Corpo",40,"3614272132931",9.881578,0.3868421,0.9736842,0.73684204,9.973684,5.184211,-0.7908039
"Biotherm Bath Therapy Invigorating Blend Crema corpo rinvigorente",31,"3614272079687",12.291667,0.025,0.875,0,6.541666,7.625,-0.87887764
"Biotherm Bath Therapy Invigorating Blend Body Smoothing Scrub",25,"3614272079632",7.7105265,0.1,0,0.47368422,4.8947363,10.368422,0.6365299
"ISDIN MICELLAR SOLUTION",8,"8429420128644",0,0,0,0,0.33333334,0.16666667,9.801178
"Biotherm Eau Vitaminée latte idratante tonificante corpo",28,"3367729023930",9.000001,0.16153847,0,0.23076923,8.076923,6.2307696,0.5758362
"Biotherm Bath Therapy Relaxing Blend Body Hydrating Cream Infused",30,"3614272079533",8.975,0.025,0.875,0,5.1666665,7.7500005,0.9370308
"Biotherm Corpo - Skin Fitness Instant Smoothing&Moisturizing Body Treatment",40,"3614271636812",15.283784,0.4081081,0.10810811,0,8.621622,6.918918,-2.4623785
"Biotherm - Super bust tense-in-serum - crema seno rassodante",16,"3614271219404",3.2142856,0.05714286,1,0,5.857143,2.142857,5.1203394
"Biotherm Aqua-gelee gel corpo",19,"3614271250223",7.0294123,0.0882353,0,0.29411766,2.9411767,7.176471,3.0295339
"URADIN LOTION10 BODY LOTION",31,"8470003341936",9.553572,0.19285715,0.8214286,0.39285713,10.321428,4.3571434,-0.19530964
"919 Crema colorante protectora (Crema colorante protectora/ crema reveladora/tratamiento pre-color con aloe vera/ tratamiento post-color con aloe vera)",18,"7793008009290",1.8615385,0.030769233,0,1.5384616,1.8461539,2,7.1063747
"919 Crema reveladora",9,"252",2.8428571,0,0,0,1,2.2857144,7.56301
"919 Tratamiento pre-color con aloe vera",23,"253",5.1500006,0.365,0.6,4.7500005,5.4,2.95,2.3592691
"919 Tratamiento post-color con aloe vera",13,"254",7.13,0.26,1,4.9,4.5,4.4,1.1762781
"The Chemist Look BOOSTER VIT-B3/Zn-Boosters Plus",15,"255",6.615385,0.07692308,0,0,0.61538464,2.3076923,6.1764994
"The Chemist Look CREMA PARA MANOS",17,"256",1.857143,0.021428572,0.7857143,0.21428572,3.7857141,0.64285713,7.0943584
"SABONETE PROTEX LIMPEZA PROFUNDA ORIGINAL",17,"7891024035047",8.266666,0.24000001,0,0,2.1333332,5.333333,3.6482992
"Jabón Lirio Neutro 150",5,"12388000022",5,0.2,0,0,0,4.5,6.142853
"Jabón en Barra Lirio Bath & Spa Aguacate y Aceite de Olivo",10,"12388002842",5.5,0,0,0,0,4,6.2223816
"Jabón Lirio Coco Antibacterial",6,"12388002958",5,0.2,0,0,0,4.5,6.142853
"Kerium Ds Shampoo Anticaspa Intensivo La Roche-posay",24,"7899706152860",6.909091,0.03636364,0,0,1.909091,7.5909085,3.4605637
"CeraVe Loción Hidratante",25,"3337875598750",3.73913,0,0.8695652,0,6.8260865,4,3.8624516
"CeraVe Loción Hidratante",24,"3337875597227",3.681818,0,0.77272725,0,6.7272725,6.272727,3.0593047
"Vichy Dercos Energizante Aminexil",21,"7896014157525",1.3210527,0.29473683,0,0,3.2105265,3.9999998,6.4902678
"Dercos Sensi Care Vichy Creme De Limpeza Com",21,"7899706149037",3.8055556,0,0,0,4.7222223,1.9444444,5.8357835
"Cetaphil - Loção Hidratante P Pele Normal A Seca",17,"7897930762060",5.7999997,0,1,0,5.4666667,5.7333336,2.8424072
"Doctar Shampoo",7,"7896290401855",0,0,0,0,0,0,10
"Ureadin 20% Creme",22,"7896422506564",0.2857143,0.05714286,0.71428573,1.2857144,3.5714285,3.8571427,6.1144495
"La Roche Posay Effaclar Anti-idade",17,"3337872413155",2.8000002,0.013333335,0.13333334,0.13333334,0.93333334,3.066667,7.18468
"Profuse Densifiant Fondant Olhos",35,"7896658026980",5.518182,0.46363637,0.7878788,2,6.3636365,4.272727,2.2832956
