"name","numero_ingredientes","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Redermic Hyalu C Tubo",25,"3337872413704",6.2652173,0.030434782,0.3043478,0.3043478,5.9130435,4.521739,3.1051984
"Vichy Mineral 89 Serum",12,"3337875594516",5.3333335,0.23333335,1.5555556,0,2,1.3333334,5.8424106
"CREME ANTI-IDADE HYALU B5 REPAIR",28,"3337875583589",6.4375,0.1375,1.75,0,9.708333,6.5,0.24446678
"Essencele Profuse Filler R",33,"7896658026355",10.096773,0.7096774,3.516129,1.8064516,8.806451,11.580646,-4.520418
"Node Ds E Shampoo Anticaspa Bioderma",36,"3401344957253",7.66875,0.25,0,0,5.59375,8.90625,1.0853176
"Profuse Hidradeep Daily",22,"7896658033384",2.75,0.09,0.75,0.3,3.6,3.2500002,5.7293034
"Protetor Labial Nivea Lip Care Med Protection",31,"4005808369621",9.517241,0.36206898,4.413793,3.6206896,7.827586,2.413793,-1.1957359
"Profuse Densifiant Creme",47,"7896658026997",10.702222,0.12666667,0,0.42222223,4.1555557,7.3333335,0.95757484
"Pigmentclar Olhos",37,"3337872414152",5.787879,0.5636364,3.3030305,0,6.3939395,6.272727,1.1241035
"Ziaja Natural Olive regenerating Shampoo",23,"5901887033196",14.428572,0.7380953,0.0952381,0.7619048,6.142857,9.285714,-2.5068521
"Corega Ultra Cr S/sabor",8,"7896015525804",0,0,0,2,0,0,9.204712
"Creme Dental Sensodyne Pro Esmalte",16,"7896015518325",4.9166665,0.06666667,0,0,0.5,4.0833335,6.1958723
"Creme Dental Sensodyne Repair E Protect Whitening",11,"7896015528577",5.555556,0.22222224,0,0,3.4444444,2.5555558,5.3166366
"Creme Dental Sensodyne Original",19,"7896009419324",5.375,0.275,0.25,2.875,1.4375,1.375,5.3923
"Weleda Gel Dentífrico para Niños",9,"4001638081863",1.0000001,0.08571429,0,1.2857143,0.42857146,0.5714286,8.659371
"Condicionador J&j Baby",10,"7891010030452",6.125,0,0,0,1.875,2.75,5.7253265
"Desodorante Rexona Clinical Aerosol 3x mais proteção",22,"305",8.099999,1.0350001,0.95,1.45,7.6500006,10.849999,-1.9432383
"Rexona Men Antitranspirante Aerosol Invisible",25,"7506306244184",7.630435,1.0434784,0.95652175,0,7.521739,11.956523,-1.5748997
"Creme Facial Nivea Nutritivo",17,"42360407",6.5999994,0.1,0.6666667,0,7.4,3.4,2.7761335
"Desodorante Nivea Aerosol Sensitive Pure",15,"4005808662388",1.2307693,0.96153843,1.2307693,0.07692308,5.230769,5.6923075,4.2647495
"Gel de ducha Bio de coco y vainilla Sante",20,"4025089075141",5.6882353,0,0,0,1.882353,2.3529413,6.0539675
"Gel de Baño Sin Perfume Urtekram",16,"5765228835852",4.5714283,0,0,0,1.3571429,1.7857144,6.932461
"Gel de Ducha Relajante Lavande de Provence Organic Shop 280 ml",15,"4744183011533",7.292308,0,0,0,1,5.2307696,4.622629
"Gel íntimo BIO Anthyllis",12,"8002849917879",2.1111112,0,0,0,0,0.44444445,8.983799
"Gel de ducha bayas nórdicas BIO Urtekram",25,"5765228836682",6.130435,0,0,0,0.95652175,3.4782608,5.7988043
"Gel de baño delicado aloe vera y aceite de oliva Greenatural",17,"8052400932582",10.053846,0,0,0,2.1538463,5.1538463,3.0962873
"Gel de ducha orgánico Infusión de lavanda afrutada Avril",17,"3662217004874",9.733333,0.32000002,2,0,3.9333334,5.7999997,1.3366613
"Gel de ducha relajante Cattier",15,"3283950911917",9.275,0,0,0,3.8333333,6.0833335,2.368548
"Jabón sólido corporal Vainilla y Karité Planeta Huerto",13,"8445303149599",4.072727,0,0,0,0,4.7272725,6.5007324
"Jabón pastilla coco puro sin perfume Beltrán Vital",5,"8421427033068",0,0,0,0,0,0,10
"Jabón de Alepo 40% Inkanat",5,"8437015175706",0,0,0,0,0,0,10
"Jabón Sin Perfume Urtekram",6,"5765228835845",0,0,0,0,0,0.75,9.701767
"Jabón Aloe Vera Urtekram",9,"5765228838648",0.14285715,0,0,0,0.42857146,1,9.375131
"Jabón de Manos Nutritivo Melocotón Rosa Organic Shop",14,"4744183011656",7.4,0,0,0,1,5.416667,4.5058846
"Jabón de manos Sin Perfume Urtekram",15,"5765228835876",4.5384617,0,0,0,1.2307693,1.846154,6.9717875
"Jabón de Alepo Inkanat, 4%",4,"8437015175713",0,0,0,0,0,0.5,9.801178
"Jabón de manos neutral Sonett",6,"4007547301948",1,0,0,0,0,1,9.204712
"Aceite de Oliva, Aceite de Coco",6,"4007547301849",1,0,0,0,0,1,9.204712
"Oma Gertrude Crema Pies Cuidado Intenso",19,"4743318183053",1.9058824,0,0,0,1.7058824,1.882353,7.815297
"Crema para pies hidratante Café Mimi",16,"4627090994116",4.6785717,0,0,0,1.8571429,3.6428573,5.952552
"Reparadora de Codos y Talones Bio Matarrania",10,"705105357355",4.5,0,0,0,1.5,0.85,7.2761383
"Polvo Absorbente Pies Gamarde",9,"3760141874553",1.75,0.3,0,0,0.75,0.125,8.836891
"Crema manos bio Goji Oliva Sante",25,"4025089073161",1.9347825,0,0,0,1.2608695,2.652174,7.674647
"Crema de Manos sin Perfume Urtekram",18,"5765228835883",0.6,0,0,0,1.4000001,0.8,8.886597
"Crema de Manos Echinacea EcoCosmetics",18,"4033981702034",3.0714288,0,0,0,0.64285713,2.2142856,7.642539
"Crema Hidratante facial y corporal Granada Sante",30,"4025089076933",4.2916665,0,0,0,2.9583333,5.0833335,5.0957236
"Crema Corporal Sin Perfume Urtekram",19,"5765228835838",0.6,0,0,0,1.4000001,0.2,9.125183
"Crema cara y cuerpo Aloe Vera 84% Jason",29,"78522040026",9.092,0,0.88,0,8,3.36,1.517457
"SHAMPOO DOVE RECONTRUCCIÓN COMPLETA",31,"7791293005010",15.125,0.5464286,0,0,10.464286,12.507143,-5.3661003
"Desodorante Antitranspirante Roll On Mujer Rexona Clinical Classic",8,"301",5,0,0,0,3.3333333,3,5.493368
"Desodorante Antitranspirante Aerosol Mujer Rexona Stay Fresh Bamboo & Aloe Vera",24,"7791293036069",6.5909095,1.0500001,0.90909094,0,7.1818175,10.954546,-0.6116743
"Desodorante Antitranspirante Aerosol Mujer Rexona Cotton Dry",28,"7791293032467",8.153847,0.9846153,0.9230769,0,7.423077,12.192307,-1.8008509
"DESODORANTE ANTIT EN AEROSOL REXONA FOREST 150ML",16,"7791293037790",5.785714,1.1,0.85714287,0.42857143,7.285714,8.785714,0.3599739
"DESODORANTE ANTIT EN AEROSOL REXONA INVISIBLE",27,"7791293032481",9.1,1.064,0.96,0,8,12.24,-2.4717073
"EcoHair Shampoo Anti-caída",16,"307",6.071429,0.27857143,1.7142857,0,3.142857,3.357143,4.208599
"EcoHair REPARADOR CAPILAR - BALSAMO ACONDICIONADOR",15,"308",1.7,0.060000002,0.8,0.6,3.6,0.5,7.1131043
"EcoHair SHAMPOO ANTICASPA",18,"309",4.3846154,0.23076923,1.3846154,0,3.692308,1.0769231,5.717679
"UMANE CREMA",15,"310",2.9,0,1.2,0,2.4,0.3,7.2960205
"Caprice Special Fall Control Shampoo",6,"7509546026800",2,0,0,0,1,2.3333333,7.879232
"Vanart 25 Fl. Oz. Classic Freshness Herbal Shampoo",21,"650240033476",9.253333,0.14666668,0,0,6.2000003,6.6666665,1.145793
"Shampoo Palmolive Optims Therma Protect",26,"7509546066417",5.8333335,0.1,1.4444444,0.5,2.8888888,5,3.7304792
"Alert Shampoo 2 en 1. Control caspa",13,"7509546026114",5,0.3,0.8333333,0,1.6666666,3.1666667,5.63917
"Suave Naturals Refreshing Waterfall Mist Shampoo",20,"79400922809",11.5625,0.36875,1.9375,0.625,7.8125,8.6875,-2.32448
"L'Oreal Paris Elvive Color Vibrancy Protecting Shampoo",36,"71249207277",10.625,0.046875,2.9375,1.4375,8.1875,4.46875,-1.0159826
"Alberto VO5 Normal Balancing Shampoo, 12.5 fl. oz",18,"816559012926",10.081818,0.46363637,0.54545456,0.45454547,5.1818185,6.8181825,0.63729
"Barbie Conditioning Shampoo Long & Bouncy 200Ml",20,"8906019231324",2.5625,0.05,0,2.25,0.25,3.125,6.724407
"Champú Grisi manzanilla. Brillo luminoso. 13.5 Fl oz",21,"37836084713",13.558825,0.18235296,0.1764706,0.1764706,6.4705887,9.3529415,-1.896574
"Champú Grisi Kids manzanilla",18,"37836084836",5.857143,0.27142856,0,0.14285715,3.357143,4.8571434,4.2398415
"L'Oreal Paris L'Oreal Kids Extra Gentle 2-in-1 Shampoo, Sunny Orange Swim",22,"71249237069",6.368421,0.031578947,0,0.31578946,3.2105262,5.7894735,3.75071
"Johnson's CottonTouch Newborn Baby Wash & Shampoo",13,"381371178353",7.25,0,2,0,4.875,6.125,1.9477081
"Diana Shampoo Rich in Natural Proteins",22,"323",9.15625,0.3625,0.8125,0.4375,2.75,5.0625,2.611277
"Garnier Fructis Sleek & Shine Shampoo, Frizzy, Dry, Unmanageable Hair 12.5 fl. oz",35,"603084491254",9.173078,0,0,0,3.0384617,7.7307696,2.0700603
"Garnier Fructis Pure Clean Fortifying Shampoo",32,"603084542321",7.2999997,0,0,0,3.0833333,8.208333,2.6071348
"Garnier Fructis Color Shield Fortifying Shampoo for Color-Treated Hair 12.5 fl. oz",42,"603084491452",16.029411,0.09411766,3.2941175,1.5294118,6.7058825,8.505882,-4.37834
"L'Oreal Elvive Total Repairs Acondicionador",28,"3600521707128",10.159999,0,0.52,0,6.5999994,4,1.5381355
"Garnier Fructis Champú Fortificador",39,"3600542024228",7.53125,0,0,0,4.5625,10.03125,1.2021255
"Weleda 2in1 Shampoo & Body Wash Lima Chispeante",17,"4001638075107",3.3333337,0,0,0,1.2,2.5333333,7.1899824
"Desodorante roll on Dove original",20,"80466444",15.083333,0.45000002,1.3333334,0,7.222222,6.944444,-2.3402195
"Weleda Rosa Mosqueta Aceite Corporal Sedoso",14,"4001638099394",10.636364,0,0,0,4.0909095,2.7272727,3.0593042
"Desodorante roll on Simple Invisible",8,"78936515",0.8,0,0,0,1.6,0.2,8.9661255
"Weleda Crema de Día Alisante",28,"333",6.5,0,0,0,1.9583333,1.7083333,5.957286
"Avéne Agua Termal",2,"3282779003131",0,0,0,0,0,0,10
"La Roche Posay Effaclar Mat hidrarante",24,"3337872413025",8.159091,0.02727273,2.090909,0.27272728,11.818181,4.636363,-0.7381954
"Punk Bouquet Body Scrub Bath & Body",19,"524517683001",10.4375,0.05,1.9375,1.875,3.3125,6.875,0.2626915
"Colgate Plax Soft Mint",13,"8718951192683",4.690909,0.07272728,0,0.36363637,0.36363637,3.909091,6.262146
"Simple Facial Wash Kind to Skin Moisturising",23,"50440542",7.7619047,0.03809524,2,0,5.619047,6.4761906,1.2934885
"Johnson's Baby Jabón glicerinado",21,"7891010669843",18.526314,0.2736842,0.2631579,0.15789473,6.210526,7.2105265,-2.9799366
"CAVIAHUE gel exfoliante facial",9,"7798120265814",4.5333333,0,0,0,0,2,7.402059
"Organic Shop Lavish Avocado and honey shampoo",16,"4743318182940",6.2,0,2,0,2.9285715,3.5,4.183036
"The Chemist Look Hidratante Piel Mixta",29,"342",1.2222223,0.24814816,0,1.925926,4.962963,3.814815,5.159052
"Acondicionador Herbal Essences Pelo suave e hidratado hidradisíaco",19,"7501065904522",13.176471,0.12352943,0,0.11764706,7.411765,7,-1.0662003
"Nivea Loción Corporal Vainilla y Aceite de Almendras",20,"4005900399946",6.5588236,0.03529412,0.7647059,0,5.9411764,2.7058823,3.635356
"Protex Jabón Líquido Aloe",20,"7702010420320",9.466667,0.080000006,0.6,0.6,2.9333336,10.333332,0.45124054
"Mascarilla Intensiva Argan Oil Herbal Essences",15,"351",8.923077,0.13846155,0,0,4.5384617,6.3846154,2.053237
"Crema de pies basis sensitive, con aceite de macadamia y arcilla Lavera",30,"4021457614516",5.452381,0.12857144,0,0,3.2380953,2.857143,5.3570323
"Toallitas para bebé Natracare",27,"782126200112",6.8470592,0,3.2941177,0,3.647059,2.5294118,3.5113845
"Mascarilla Capilar Reparadora Express Miel y aguacate Organic Shop",20,"4743318166742",3.461111,0,2,0,0.22222222,4.388889,5.9948406
"Aceite desmaquillante ojos Logona",10,"4017645039643",0,0,0,0,0,0,10
"Agua Micelar Aloe Dermo - Piel sensible SO'BIO étic",13,"3517360010572",3.681818,0.03636364,1.6363636,0,1.6363636,3.9090912,5.66568
"Agua Micelar Limpiadora ARMONIA",15,"8420649500198",4.75,0,1.4,0,2,4.9,4.8107452
"Exfoliante facial manteca de muru muru & rosa Petal Polish Love Beauty & Planet",22,"8710447442456",4.7631574,0.06315789,0,0,5.263158,6.8947363,3.2463298
"Fluido alisante de Rosa de Mosqueta Weleda",27,"4001638086875",7.82353,0,0,0,2.0588236,4.0588236,4.456374
"Botanical Crema facial Hidratante Reparadora Higo chumbo Alcaparra Olivo",32,"8436560112518",0.90370375,0,0,0,2.074074,1.7407408,8.12371
"La Roche-Posay Anthelios Gel Crema Autobronceador",22,"3433422406629",2.975,0,1.7,0,5.8,3.0500002,4.6218643
"Crema de Noche reafirmante de Granada Weleda",20,"4001638091015",4.5882354,0,0,0,0.88235295,3.1764708,6.561548
"Loción corporal aloe y açai Sante",22,"4025089085201",3.6750004,0,0,0,1.15,4.1,6.451027
"Avon Care restauración de aceite y coco Crema de Manos",15,"7909189077649",4.7833333,0,0.8333333,0,5,5.3333335,3.657577
"Garnier SkinActive Agua Micelar en Aceite/Óleo",23,"3600541744523",11.194445,0.083333336,6.5,2.7777777,9.333334,4.611111,-3.7187195
"Garnier SkinActive Pure Active Agua Micelar Todo en 1",8,"3600541594937",1.6666666,0,0,0,0.6666667,0.33333334,8.939616
"St. Ives Gentle Smoothing Oatmeal Scrub & Mask",19,"7704335586",10.970589,0.50588244,4.0588236,0.9411765,10.529411,12.058825,-5.533847
"REFRESHING BODY WASH ROSE WATER AND ALOE VERA",20,"370",11.777778,0.13888888,0.7222222,0.8333333,3.7777781,9.833334,-0.7695265
"Nivea Gel Limpiador Facial Equilibrante",21,"42231509",7.4166665,0.21111111,0,1,3.6111112,7.1666665,2.2834969
"Avon Care Hidratación 3 en 1 Locion Facial",12,"7909189079070",3.1899998,0.030000001,0,1.8,2.8,4.6,5.061261
"Avon Care Banana Revitalizante Mascarilla Facial",18,"7909189148080",11.78125,0.1,0,1.5,4.375,5.125,0.90140724
"Pantene Shampoo Edición de Verano",22,"374",11.449999,0.155,1.35,0.4,5.4000006,9.1,-1.076374
"Pantene Crema para Peinar Edición de Verano",25,"375",11.043478,0.052173913,0,2.173913,2.6086955,6.478261,1.1100626
"Goicochea Diabet TX Crema Hidratante Pies, Codos y Manos",36,"7798140251910",6,0.4107143,1.6428571,3.5714288,6.5,3.1785712,1.5287619
"Herbal Essences Sampoo Pomelo Blanco & Menta Mosa",23,"19067900002",7.880953,0.06666667,0.61904764,0.14285715,3.4285715,6.285714,2.6738815
"Head and Shoulders Shampoo Control Caspa Humectación",25,"7500435020169",12.508697,0.04782609,1,0,6.304348,8.347826,-1.21702
"Head and Shoulders Shampoo control caspa. Control comezón",27,"7500435020671",10.995833,0.15416668,0.75,0.4166667,7.0833335,10.833333,-2.0221052
"Head and Shoulders dermo-acondicionador hidratación",16,"7500435147583",12,0.07857143,0.9285714,0,8.428572,4.928571,-0.48360062
"Pond's Crema C Remueve Maquillaje e Impurezas",22,"501056324889",11.194445,0.10555556,0,0,5.0555553,4.722222,1.6185474
"Pond's Crema S Crema Humectante por 48hrs",32,"501056326142",10.672414,0.25862068,0.4827586,2.1724138,6,8.24138,-1.0654736
"Johnson's Baby Fécula Natural",2,"790010007221",0,0,0,0,0,0,10
"Activador cremoso",8,"7791001010015_2",0.1,0,0,0,0,1,9.562592
"Shock potenciador del color",10,"7791001010015_3",4.625,0.15,0,0.5,1.75,3.5,5.8147964
"Balsam sellador del color",12,"7791001010015_4",5.6666665,0,0,0,2.5,2.8333335,5.6259155
"Sos Natural Crema Hidratante Corporal",9,"NOREG7",0.5,0,0,0,1,0.33333334,9.270986
"La Biosthetique Botanique Intense Shampoo",15,"4040218783551",3.5076923,0,0,0,1.2307693,4.230769,6.4334393
"Herbal Essences bio: renew Rosemary & Herbs Shampoo",26,"190679000095",15.795455,0.14090909,0.59090906,0.59090906,7.2727275,10.045454,-3.6934137
"Herbal Essences bio: renew Rosemary & Herbs Conditioner",22,"190679000194",9.736842,0.015789473,0.21052632,0,2.8421054,6.157895,2.4594135
"Algabo Quitaesmalte Humectante",6,"7791274005312",2.5,0.25,0,1,1,1,7.7135468
"Cocoa Beach Aceite Bronceador",13,"7791274190216",6.388889,0.16666667,1.1111112,5.555556,1.5555556,5.111111,2.091302
"Mary Bosques Keratina Express Crema para peinar Anti frizz",10,"7798126721314",4.5,0,0,1,4.5,1.25,5.5265045
"Pantene Pro-V 3 Minute Miracle Acondicionador Restauración",18,"7500435106382",10.033334,0.19333334,0,0,5.666667,6.266667,1.1882086
"AVON care pepino mask Mascarilla Facial",13,"7909189004928",6.3,0.18,0,2.4,0.4,4.2,4.6397586
"AlgaboKIDS Mi Villano Favorito Shampoo Chicle",12,"7791274198342",8.05,0.51000005,0.5,0.7,4,4.6,2.6992555
"Algobo Espuma de baño Mi Villano Favorito 3",16,"7791274005265",11.964287,0.6785714,1,1.1428572,5.214286,7.5,-0.9352131
"Johnson's baby acondicionador cabello claro",14,"7790010570688",10,0.016666668,0,0.16666667,4.666667,3.3333333,2.769506
"Eucerin Hyalorun Filler Hydrating Booster",11,"403",4.8333335,0.06666667,0,0.22222222,0.44444445,1.888889,7.0353427
"Lancôme ADVANCED GÉNIFIQUE",24,"405",4.7045455,0.42272732,2.090909,0,5.409091,9.772726,1.0927744
"Odol dientes blancos",13,"7793100130090",4.6363635,0,0,0,1.6363636,3.7272727,6.0235596
"Sensodyne crema dental limpieza profunda",15,"7896015591106",3.3076925,0.023076925,0,0.07692308,1.3846155,1.6923077,7.4214315
"Crema dental niños - Tutti Frutti - JUNIORSmile",11,"8480017061874",3.4285715,0,0,1.7142857,0,1.1428572,7.500523
"Nivea Body Milk Soft",20,"4005808321216",5.305556,0.2,0.6666667,0.5555556,7.277778,1.888889,3.6796684
"Toallitas húmedas biodegradables Baby Dove",8,"8717163953051",0,0,0,0,0.4,2.2,8.9661255
"Naturalis Acondicionador de Palta",4,"NOREG1",0,0,0,0,0,0,10
"Naturalis Shampoo Sólido Macadamia",8,"NOREG2",0,0,0,0,0,0,10
"Naturalis Acondicionador de Cacao",8,"NOREG3",0,0,0,0,0,0,10
"Naturalis Shampoo Sólido Menta",6,"NOREG4",0,0,0,0,0,0.5,9.801178
"Naturalis Shampoo Sólido para niños",9,"NOREG5",0.1,0,0,0,0,1,9.562592
"Naturalis Desodorante Natural",7,"NOREG6",0.6,0,0.6,0,0.6,1.4000001,8.727539
"JOHNSON’S Baby Baño Suave",18,"414",7.96875,0,3.125,0,3.75,2.75,3.00395
"JOHNSON’S® Cottontouch™ Baño",21,"3574661428024",10.416667,0.083333336,3.8888888,0,7,5.277778,-0.6038408
"Tinte Negro Ébano 1.0 Olia",23,"3600541234321",6.4444447,0.25,0,1.1111112,3.2777777,0.5555556,5.371865
"Tinte Chocolate 4.15 Olia",24,"3600541234574",7.0526314,0.3263158,0,2.631579,5.3684206,0.68421054,3.6125813
"Tinte Rubio 7.0 Olia",22,"3600541235021",6.9333334,0.093333334,0,2.5333333,3.5333333,0.6666667,4.528418
"Tinte Ultra Negro 1.0 Color Sensation Garnier",19,"3600541176294",4.45,0,0.25,1.25,4.625,1.25,5.2978597
"Tinte Castaño 4.0 Garnier",49,"3600541176492",9.195,0.62000006,1.075,2.5249999,9.650001,2.75,-0.26517963
"Tinte Chocolate 5.35 Nutrisse",32,"3600541448278",7.196429,0.63571423,0.60714287,2.2142859,9.428572,9.721428,-1.8512125
"Tinte Negro 1Nutrisse",28,"3600541375673",4.208333,0.23333335,0.16666667,0.75,5.333333,8.174999,2.4977832
"Tinte Rubio Extra Claro Natural 100 Nutrisse",28,"3600541375772",4.420833,0.28333336,0.25,0.9166667,6.4999995,8.425,1.7306614
"Tinte Negro 1 Belle Color",29,"424",6.8375,0.2916667,0.29166666,1.375,8.083333,3.7916667,1.780366
"Tinte Castaño Claro Dorado 5.3 Belle Color",31,"425",8.434615,0.38076922,0.6923077,2.6923077,9.538462,3.923077,-0.20415688
"Crema de peinado ""libera tus ondas"" Pantene",19,"8001841240541",7.5000005,0.0882353,0.88235295,2.2352943,4.4705887,5.588236,1.7430382
"Crema de peinado ""doma tus rizos"" Pantene",19,"8001841240640",7.5000005,0.0882353,0.88235295,2.2352943,4.4705887,5.588236,1.7430382
"Crema de peinado ""suavidad irresistible"" Pantene",28,"428",11.192309,0.08076923,0,2.346154,3.1153846,6.3461537,0.82206917
"Hidracrema Rizos Definidos Pantene",27,"429",11.419999,0.09600001,0,2.3600001,3.12,6.24,0.76034355
"Loción corporal MED sal marina & manzanilla BIO Cosnature",19,"4260370435598",0,0,0,0,0.5,0.75,9.502945
"Loción Corporal Té Verde Matcha Urtekram 245ml",27,"5701058001326",2,0,0,0,1.125,1.3749999,8.210602
"Leche corporal de pachuli y lima Dr. Bronners, 240 ml",16,"18787261101",3.9166665,0,0,0,1.25,1.5,7.34904
"Desodorante ecológico Zero Waste Lemongrass y Árbol de Té Kutis",6,"5060651240014",0.75,0,0,0,0,0,9.701767
"Desodorante (zero waste) Ben&Anna Persian Lime, 60g",28,"4260491220257",4.0384617,0.25384617,0,0,2.3076923,1.9615384,6.5955553
"Desodorante Roll-On Granada Weleda",21,"4001638500203",8.75625,0,0.75,0,3.375,5.3125,2.7653642
"Desodorante tomillo y salvia Corpore Sano",16,"8414002085149",10.35,0.125,0,0,2.9166665,5.666667,2.421568
"Desodorante spray Mineral Pure Spirit Sante",4,"4025089075707",1,0,0,0,1,0,9.204712
"COLOR SENSATIONAL® POWDER MATTE LIPSTICK",33,"3600531464141",4.772,0.42799997,1.12,0.04,2.08,8.8,3.144617
"MATTE METALLICS LIPSTICK",43,"439",8.332353,0.46764714,2.5,0.4117647,7.3823533,11.588236,-2.200654
"MAYBELLINE Color Sensational Matte Nudes 987 Smoky Rose lipstick",29,"3600531363864",5.4235296,0.1882353,1.5294118,0,2.647059,4.2352943,4.4236274
"MAYBELLINE FIT ME® MATTE + PORELESS FOUNDATION 107 ROSE BEIGE",29,"3600531453497",5.028,0.56,1.12,3.28,9.84,6.92,-0.6361828
"JOHNSON’S® Pure Protect Gel para Niños",21,"3574661428048",6.9894733,0,3.0526316,0,3.4210527,2.9999998,3.4535236
"Weleda Champú y Gel 2 en 1 Kids Lima Chispeante",17,"4001638075107",3.6923077,0,0,0,1.3846154,2.6153846,6.9412
"Champú y Gel 2 en 1 de Menta |Champú Infantil de Weleda",17,"4001638501408",4.3846154,0,0,0,0.923077,2.2307692,7.0023756
"Weleda Champú y Gel 2 en 1 Kids Naranja Frutal",17,"4001638075114",4,0,0,0,1.5,2.8333333,6.6863
"Baby Dove Humectación enriquecida",20,"7891150025981",9.861112,0.033333335,0.33333334,0.33333334,5.9444447,10.777778,-0.84905434
"Baby Dove Hidratación profunda",26,"8710522420713",9.108697,0.030434782,0.21739131,0.13043478,2.5652173,10.52174,1.0236177
"Baby Dove Humectación sensible",20,"7891150025967",9.861112,0.033333335,0.33333334,0.33333334,5.9444447,10.777778,-0.84905434
"Baby Dove Humectación sensible sin fragancia",25,"449",6.2272725,0.03181818,0.22727273,0.13636364,2.6363635,8,3.1370258
"Dr. Bronners Jabón líquido bebés neutral",8,"18787241608",0.025,0,0,0,0,1,9.592415
"Jabón Especial Niños y Bebé 100g Clémence & Vivien",6,"3770005798000",0,0,0,0,0,0,10
"Jabón Bio de aloe y limón Sante",20,"4025089078937",5.9066668,0,0,0,1.6000001,3.0666668,5.795577
"Jabón líquido de manos con limón Bio Coslys",17,"3538396516203",6.6428576,0,1.7142857,0,3.2857141,4,3.7797112
"Jabón de manos Sin Perfume Urtekram",15,"5701058009117",4.5384617,0,0,0,1.2307693,1.846154,6.9717875
"Veritas protección eficiente - polvo pédico",13,"7791520009767",6.625,0,1,0,1.75,6.875,3.5382843
"Kiehl's Ultra Facial Cream, SPF 30",34,"3700194719364",6.3125,0.159375,0.96875,0,11.1875,5.21875,0.51743317
"Veritas suavidad delicada - desodorante el polvo",11,"7791520009736",5.5714283,0,1,0,1.8571429,5.8571434,4.3193703
"Veritas protección fresca - desodorante en polvo",19,"7791520009705",13.785715,0,1,0,3.2142856,7.857143,-0.2819395
"Rexona Efficient Sport - desodorante p/pies en aerosol",17,"7791293037363",10.750001,0.85714287,0.9285714,0,5.0714283,7.214286,0.12990761
"Kiehl's Since 1851 Ultra Facial Cream",35,"3700194712068",8.8,0.228,1,0.12,8.959999,4.8,0.49312687
"Kiehl's Since 1851 Ultra Facial Oil-Free Gel-Cream",19,"3605975080704",5.117647,0.21176472,1.2941177,0.3529412,6.647059,3.4117649,3.2260175
"GEL HIDRATANTE FACIAL DERMAGLÓS",30,"77937",6.3846154,0.21538463,1.846154,3.0769234,6.3076925,5.7307696,0.63089466
"Odolito crema dental para niños sabor frutilla",14,"7891024139165",7.75,0.14166667,0.8333333,1.1666666,2.9166667,3.6666667,3.4488144
"Dove Nutrición Esencial Crema Corporal",29,"8711600368804",7.13125,0.22500001,0.8125,1.25,4.4375,8,1.3089924
"Emulsión Corporal Hidratante Naobay",23,"8436568900810",6.342857,0,0,0,0.42857146,4.7619047,5.413839
"Crema Corporal Camelia Japonesa Organic Shop",28,"4743318166728",3.6454546,0,0,0,1.1363636,5.2727275,6.0018697
"Gel de Aloe Vera 99% Ecológico Kueshi",9,"8400101999869",4.9,0,0,0,2.5714285,4.5714283,5.2112303
"Loción corporal abedul nórdico para piel seca Urtekram",15,"5765228837276",0,0,0,0,0,0,10
"Crema Corporal Aloe Vera Urtekram",24,"5765228837269",1.5,0,0,0,1.9444445,0.6666667,8.365241
"Crema corporal hidratante todo tipo de pieles Oma Gertrude",23,"4743318168036",2.3190477,0,0,0,1.0476191,4.857143,6.7298512
"Loción corporal de Coco Urtekram",16,"5765228837870",0,0,0,0,0,0,10
"Cremas Naturales Marcela",10,"NREG480",1.8000001,0,0,0,0.2,1.2,8.727539
"Skin Food Crema de Plantas Medicinales, Weleda",20,"4001638098595",6.117647,0,0,0,0.88235295,4.0588236,5.6025248
"Love Beauty & Planet Shampoo óleo de argan & lavanda",20,"483",11.777779,0,0,0,4.7777777,10.444443,-0.73638916
"Uvas Frescas Crema Antiedad Hidratante y Regeneradora",30,"84360100088880",0.912,0,0.8,0,2.1999998,1.12,7.9990554
"Simond's Jabón Líquido Dermo Care Avena",20,"7804945011038",9.6875,0.52500004,0.5625,2.9375,5.1875,10.3125,-1.6161766
"Burt's Bees Baby Daily Cream to Powder",31,"486",5.3500004,0.37142858,1.8571428,0,5.8214283,4.8571434,2.7401562
"Manzatín-E",5,"73554931005",0,0,0,0,0,0,10
"Destin Creamy",20,"488",2.2923079,0.21538463,0.84615386,0,2.7692308,5.307692,5.4546227
"Johnson's Para Antes de Dormir Crema Hidratante",18,"7702031036746",2.8461537,0,0.7692308,0,4.2307696,2.5384617,5.87062
"Familand Shampoo Aceite Coco Argan",22,"7804945062412",9.736842,0.17894737,0.47368422,0.47368422,4.368421,7.368421,1.0132446
"Familand Shampoo Arandano Uva BIO",15,"7804945062665",7.038462,0.11538463,0.30769232,0.30769232,4.0769234,3.153846,4.035339
"Familand Crema Corporal Avena Coloidal",19,"7804945064430",5.5000005,0.03529412,0,0.11764706,1.1764706,3.764706,5.787312
"Familand Jabón Castaña",18,"7804945061804",6.1000004,0.120000005,0.46666667,0.46666667,5.666667,7.333334,1.986146
"Coony Foot Peeling Pack",30,"7799021050967",4.7321424,0.09642857,0,0,1.1071429,4.464286,5.8645024
